polygon_id,city,locality,rule_category,year_from,year_to,confidence,area_m2,latitude,longitude
34,Delhi,Unassigned,Water Body Change,2020,2021,0.98,5000.0,28.49057,76.986166
35,Delhi,Unassigned,New Buildings,2020,2021,0.98,5350.0,28.490708,76.976822
36,Delhi,Unassigned,New Buildings,2020,2021,0.98,8700.0,28.491533,76.990508
37,Delhi,Unassigned,New Buildings,2020,2021,0.98,22050.0,28.491397,76.966437
38,Delhi,Unassigned,New Buildings,2020,2021,0.98,6550.0,28.492291,76.955
39,Delhi,Unassigned,Water Body Change,2020,2021,0.98,8850.0,28.49228,76.958679
40,Delhi,Unassigned,Water Body Change,2020,2021,0.98,5100.0,28.492342,76.986575
41,Delhi,Unassigned,New Buildings,2020,2021,0.98,33300.0,28.49125,76.974656
42,Delhi,Unassigned,New Buildings,2020,2021,0.98,6550.0,28.492526,76.970022
43,Delhi,Unassigned,New Buildings,2020,2021,0.98,3350.0,28.492619,76.966943
44,Delhi,Unassigned,Water Body Change,2020,2021,0.98,21850.0,28.492236,76.978461
45,Delhi,Unassigned,New Buildings,2020,2021,0.98,3350.0,28.493083,76.954378
46,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,4450.0,28.492817,76.98876
47,Delhi,Unassigned,New Buildings,2020,2021,0.98,3050.0,28.490682,77.129106
48,Delhi,Unassigned,New Buildings,2020,2021,0.98,4350.0,28.493362,76.97445
49,Delhi,Unassigned,New Buildings,2020,2021,0.98,14700.0,28.493301,76.957598
50,Delhi,Unassigned,New Buildings,2020,2021,0.98,6900.0,28.493428,76.972541
51,Delhi,Unassigned,New Buildings,2020,2021,0.98,2850.0,28.493001,77.028113
52,Delhi,Unassigned,New Roads,2020,2021,0.817,3000.0,28.493958,76.977826
53,Delhi,Unassigned,Water Body Change,2020,2021,0.98,5150.0,28.494058,76.975771
54,Delhi,Unassigned,New Buildings,2020,2021,0.98,3550.0,28.494426,76.990744
55,Delhi,Unassigned,New Buildings,2020,2021,0.98,6050.0,28.492143,77.136206
56,Delhi,Unassigned,New Buildings,2020,2021,0.98,7050.0,28.494887,76.982651
57,Delhi,Unassigned,Water Body Change,2020,2021,0.98,6800.0,28.495404,76.958735
58,Delhi,Unassigned,New Buildings,2020,2021,0.98,14800.0,28.495044,76.992499
59,Delhi,Unassigned,New Buildings,2020,2021,0.98,7950.0,28.496564,76.947886
60,Delhi,Unassigned,New Buildings,2020,2021,0.98,20650.0,28.495766,76.960457
61,Delhi,Unassigned,Water Body Change,2020,2021,0.98,7450.0,28.496626,76.944262
62,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2700.0,28.496109,77.048561
63,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2650.0,28.497487,76.947505
64,Delhi,Unassigned,New Buildings,2020,2021,0.98,9250.0,28.496042,77.037788
65,Delhi,Unassigned,New Buildings,2020,2021,0.98,12550.0,28.497607,76.96404
66,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2850.0,28.498533,76.936399
67,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,3800.0,28.49864,76.9574
68,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,7300.0,28.498284,76.974491
69,Delhi,Unassigned,Water Body Change,2020,2021,0.98,10050.0,28.49853,76.954445
70,Delhi,Unassigned,New Buildings,2020,2021,0.98,3350.0,28.49878,76.937657
71,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3050.0,28.497456,77.045342
72,Delhi,Unassigned,New Buildings,2020,2021,0.98,22200.0,28.497574,77.049504
73,Delhi,Unassigned,New Buildings,2020,2021,0.98,94350.0,28.498262,76.941554
74,Delhi,Unassigned,New Buildings,2020,2021,0.98,5450.0,28.498383,77.048301
75,Delhi,Unassigned,New Buildings,2020,2021,0.98,2550.0,28.499124,77.00086
76,Delhi,Unassigned,New Buildings,2020,2021,0.98,2850.0,28.49915,76.998731
77,Delhi,Unassigned,New Buildings,2020,2021,0.98,10850.0,28.498933,76.970098
78,Delhi,Unassigned,New Buildings,2020,2021,0.98,2800.0,28.498234,77.086954
79,Delhi,Unassigned,New Buildings,2020,2021,0.98,3150.0,28.500034,76.986401
80,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,7050.0,28.500202,76.958056
81,Delhi,Unassigned,Water Body Change,2020,2021,0.98,4450.0,28.50061,76.948404
82,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,3550.0,28.500824,76.950302
83,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2900.0,28.500402,76.987953
84,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,258050.0,28.497451,76.952953
85,Delhi,Unassigned,New Buildings,2020,2021,0.98,2850.0,28.500209,77.004923
86,Delhi,Unassigned,Water Body Change,2020,2021,0.98,5050.0,28.498685,77.113421
87,Delhi,Unassigned,New Buildings,2020,2021,0.98,3700.0,28.499146,77.088276
88,Delhi,Unassigned,New Buildings,2020,2021,0.98,9700.0,28.500863,76.968979
89,Delhi,Unassigned,New Buildings,2020,2021,0.98,6800.0,28.500861,76.940415
90,Delhi,Unassigned,New Buildings,2020,2021,0.98,11500.0,28.50061,76.976924
91,Delhi,Unassigned,New Buildings,2020,2021,0.98,3150.0,28.499182,77.112427
92,Delhi,Unassigned,New Buildings,2020,2021,0.98,20700.0,28.50132,76.929695
93,Delhi,Unassigned,Water Body Change,2020,2021,0.98,4450.0,28.502156,76.925474
94,Delhi,Unassigned,New Buildings,2020,2021,0.98,3800.0,28.499542,77.110363
95,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,2800.0,28.501123,77.005519
96,Delhi,Unassigned,New Buildings,2020,2021,0.98,2850.0,28.501235,76.996026
97,Delhi,Unassigned,New Buildings,2020,2021,0.98,7450.0,28.50143,76.982652
98,Delhi,Unassigned,New Buildings,2020,2021,0.98,3800.0,28.500722,77.05065
99,Delhi,Unassigned,New Buildings,2020,2021,0.98,6750.0,28.501514,76.975478
100,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,29350.0,28.501612,76.960903
101,Delhi,Unassigned,New Buildings,2020,2021,0.98,3700.0,28.50246,76.959108
102,Delhi,Unassigned,New Buildings,2020,2021,0.98,3300.0,28.501881,76.997216
103,Delhi,Unassigned,Water Body Change,2020,2021,0.98,5050.0,28.502406,76.963991
104,Delhi,Unassigned,Water Body Change,2020,2021,0.98,5850.0,28.502428,76.965355
105,Delhi,Vasant Kunj,New Roads,2020,2021,0.817,2900.0,28.500002,77.142313
106,Delhi,Unassigned,New Buildings,2020,2021,0.98,3300.0,28.500487,77.118301
107,Delhi,Unassigned,New Roads,2020,2021,0.817,10600.0,28.502105,77.001229
108,Delhi,Unassigned,New Buildings,2020,2021,0.98,3800.0,28.50297,76.9673
109,Delhi,Vasant Kunj,New Buildings,2020,2021,0.98,3500.0,28.500652,77.134499
110,Delhi,Unassigned,New Buildings,2020,2021,0.98,12900.0,28.500634,77.110764
111,Delhi,Unassigned,New Buildings,2020,2021,0.98,64050.0,28.499928,77.115172
112,Delhi,Unassigned,New Roads,2020,2021,0.817,6100.0,28.501295,77.108847
113,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,48750.0,28.502861,76.970342
114,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3650.0,28.503562,76.976824
115,Delhi,Unassigned,Water Body Change,2020,2021,0.98,58600.0,28.502628,76.949109
116,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3700.0,28.503962,76.938437
117,Delhi,Unassigned,New Buildings,2020,2021,0.98,22250.0,28.501464,77.106605
118,Delhi,Vasant Kunj,Vegetation Change,2020,2021,0.98,51600.0,28.500446,77.12723
119,Delhi,Unassigned,Water Body Change,2020,2021,0.98,6650.0,28.504273,76.967001
120,Delhi,Unassigned,New Buildings,2020,2021,0.98,2550.0,28.504087,76.987964
121,Delhi,Unassigned,New Buildings,2020,2021,0.98,7100.0,28.502177,77.113602
122,Delhi,Unassigned,New Buildings,2020,2021,0.98,3400.0,28.503753,77.01996
123,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,5300.0,28.504583,76.978538
124,Delhi,Unassigned,New Roads,2020,2021,0.817,3500.0,28.504275,77.003387
125,Delhi,Unassigned,New Buildings,2020,2021,0.98,2650.0,28.504474,76.996122
126,Delhi,Unassigned,New Buildings,2020,2021,0.98,2700.0,28.504967,76.97035
127,Delhi,Unassigned,Water Body Change,2020,2021,0.98,7300.0,28.504988,76.974199
128,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,38450.0,28.504189,76.941433
129,Delhi,Unassigned,New Buildings,2020,2021,0.98,30450.0,28.504909,76.922832
130,Delhi,Unassigned,New Buildings,2020,2021,0.98,2550.0,28.505084,76.998192
131,Delhi,Unassigned,New Buildings,2020,2021,0.98,2950.0,28.50524,76.994664
132,Delhi,Unassigned,Water Body Change,2020,2021,0.98,5900.0,28.503736,77.106492
133,Delhi,Vasant Kunj,New Buildings,2020,2021,0.98,17150.0,28.502593,77.133244
134,Delhi,Unassigned,New Buildings,2020,2021,0.98,4250.0,28.503688,77.114171
135,Delhi,Unassigned,Water Body Change,2020,2021,0.98,5250.0,28.505905,76.963909
136,Delhi,Unassigned,Water Body Change,2020,2021,0.98,8950.0,28.506098,76.951159
137,Delhi,Unassigned,New Buildings,2020,2021,0.98,2950.0,28.503955,77.112636
138,Delhi,Unassigned,New Buildings,2020,2021,0.98,2850.0,28.506855,76.944686
139,Delhi,Unassigned,New Buildings,2020,2021,0.98,14650.0,28.506521,76.946085
140,Delhi,Vasant Kunj,New Buildings,2020,2021,0.98,3800.0,28.504353,77.132265
141,Delhi,Unassigned,New Buildings,2020,2021,0.98,3400.0,28.504933,77.108038
142,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,8000.0,28.506908,76.972182
143,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3100.0,28.507717,76.97088
144,Delhi,Vasant Kunj,New Buildings,2020,2021,0.98,3950.0,28.505347,77.132308
145,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,14550.0,28.507441,76.943355
146,Delhi,Unassigned,New Buildings,2020,2021,0.98,4700.0,28.505965,77.102385
147,Delhi,Unassigned,Water Body Change,2020,2021,0.98,7550.0,28.507139,76.999925
148,Delhi,Unassigned,New Buildings,2020,2021,0.98,2850.0,28.507603,76.99501
149,Delhi,Unassigned,Water Body Change,2020,2021,0.98,22800.0,28.507155,76.974166
150,Delhi,Unassigned,New Buildings,2020,2021,0.98,23400.0,28.505605,77.091211
151,Delhi,Unassigned,Water Body Change,2020,2021,0.98,5850.0,28.507712,76.987135
152,Delhi,Unassigned,New Buildings,2020,2021,0.98,3600.0,28.508504,76.938653
153,Delhi,Unassigned,Water Body Change,2020,2021,0.98,141450.0,28.506215,76.967153
154,Delhi,Unassigned,New Buildings,2020,2021,0.98,38650.0,28.507123,76.949241
155,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,7550.0,28.507695,77.005625
156,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,7850.0,28.507935,76.955037
157,Delhi,Unassigned,New Buildings,2020,2021,0.98,8050.0,28.507935,76.998811
158,Delhi,Unassigned,New Buildings,2020,2021,0.98,5400.0,28.508526,76.95643
159,Delhi,Unassigned,New Buildings,2020,2021,0.98,3600.0,28.508476,76.993702
160,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,6700.0,28.508616,76.976163
161,Delhi,Unassigned,Water Body Change,2020,2021,0.98,5950.0,28.508757,76.952629
162,Delhi,Unassigned,New Buildings,2020,2021,0.98,7650.0,28.508973,76.951407
163,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2600.0,28.50948,76.921975
164,Delhi,Unassigned,New Buildings,2020,2021,0.98,11800.0,28.508106,76.988622
165,Delhi,Unassigned,New Roads,2020,2021,0.817,7650.0,28.50687,77.092094
166,Delhi,Unassigned,New Buildings,2020,2021,0.98,2850.0,28.507331,77.093024
167,Delhi,Unassigned,Water Body Change,2020,2021,0.98,5400.0,28.509379,76.968327
168,Delhi,Unassigned,Water Body Change,2020,2021,0.98,8500.0,28.509661,76.949656
169,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,127300.0,28.50555,77.117844
170,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,9000.0,28.509661,76.955246
171,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3000.0,28.509627,76.938103
172,Delhi,Vasant Kunj,New Buildings,2020,2021,0.98,5600.0,28.507202,77.133596
173,Delhi,Unassigned,New Buildings,2020,2021,0.98,583350.0,28.505531,76.95835
174,Delhi,Unassigned,New Buildings,2020,2021,0.98,14200.0,28.509123,76.946173
175,Delhi,Unassigned,New Buildings,2020,2021,0.98,13050.0,28.507452,77.108557
176,Delhi,Unassigned,Water Body Change,2020,2021,0.98,17400.0,28.509686,76.979352
177,Delhi,Unassigned,New Buildings,2020,2021,0.98,10450.0,28.509632,76.957859
178,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,1012950.0,28.505624,76.93202
179,Delhi,Unassigned,New Buildings,2020,2021,0.98,8650.0,28.507845,77.099907
180,Delhi,Unassigned,New Roads,2020,2021,0.817,21700.0,28.509242,76.970295
181,Delhi,Unassigned,New Buildings,2020,2021,0.98,5900.0,28.510531,76.953495
182,Delhi,Unassigned,Water Body Change,2020,2021,0.98,13150.0,28.509554,76.975123
183,Delhi,Unassigned,New Buildings,2020,2021,0.98,3100.0,28.508272,77.110725
184,Delhi,Unassigned,New Buildings,2020,2021,0.98,2650.0,28.508749,77.098874
185,Delhi,Unassigned,Water Body Change,2020,2021,0.98,4950.0,28.510345,76.984541
186,Delhi,Unassigned,New Buildings,2020,2021,0.98,10400.0,28.510779,76.935948
187,Delhi,Unassigned,Water Body Change,2020,2021,0.98,14850.0,28.511003,76.959132
188,Delhi,Unassigned,Water Body Change,2020,2021,0.98,11100.0,28.510885,76.947567
189,Delhi,Unassigned,New Buildings,2020,2021,0.98,8150.0,28.511811,76.929715
190,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,2900.0,28.510299,77.0548
191,Delhi,Unassigned,New Buildings,2020,2021,0.98,8600.0,28.51177,76.950478
192,Delhi,Unassigned,New Buildings,2020,2021,0.98,2650.0,28.51211,76.928194
193,Delhi,Unassigned,New Buildings,2020,2021,0.98,4400.0,28.512236,76.921119
194,Delhi,Unassigned,New Buildings,2020,2021,0.98,2500.0,28.512002,76.96132
195,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,7650.0,28.511537,76.99964
196,Delhi,Unassigned,New Buildings,2020,2021,0.98,4300.0,28.509917,77.105555
197,Delhi,Unassigned,New Buildings,2020,2021,0.98,3650.0,28.511008,77.052998
198,Delhi,Unassigned,Water Body Change,2020,2021,0.98,4200.0,28.512075,76.975853
199,Delhi,Unassigned,New Buildings,2020,2021,0.98,12950.0,28.512126,76.931453
200,Delhi,Unassigned,Water Body Change,2020,2021,0.98,7550.0,28.512835,76.911037
201,Delhi,Unassigned,New Buildings,2020,2021,0.98,4050.0,28.51007,77.118363
202,Delhi,Unassigned,New Buildings,2020,2021,0.98,2500.0,28.510434,77.099115
203,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,15950.0,28.511442,76.962539
204,Delhi,Unassigned,Water Body Change,2020,2021,0.98,224100.0,28.509636,76.917603
205,Delhi,Unassigned,New Buildings,2020,2021,0.98,4000.0,28.510133,77.1157
206,Delhi,Unassigned,Water Body Change,2020,2021,0.98,8100.0,28.511511,77.014258
207,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,18550.0,28.509961,77.110377
208,Delhi,Unassigned,New Buildings,2020,2021,0.98,9900.0,28.512894,76.951248
209,Delhi,Unassigned,New Buildings,2020,2021,0.98,3650.0,28.511557,77.050214
210,Delhi,Unassigned,Water Body Change,2020,2021,0.98,56150.0,28.512335,76.942059
211,Delhi,Unassigned,New Buildings,2020,2021,0.98,5450.0,28.51218,77.009655
212,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,5650.0,28.511659,77.059815
213,Delhi,Unassigned,Water Body Change,2020,2021,0.98,8550.0,28.513573,76.94912
214,Delhi,Unassigned,New Buildings,2020,2021,0.98,3300.0,28.514266,76.912668
215,Delhi,Unassigned,New Buildings,2020,2021,0.98,11500.0,28.513849,76.946269
216,Delhi,Vasant Kunj,New Buildings,2020,2021,0.98,5000.0,28.511462,77.142166
217,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2500.0,28.51407,76.985974
218,Delhi,Unassigned,Water Body Change,2020,2021,0.98,14250.0,28.514163,76.958737
219,Delhi,Unassigned,New Buildings,2020,2021,0.98,3500.0,28.513413,77.054985
220,Delhi,Unassigned,Water Body Change,2020,2021,0.98,84700.0,28.513059,76.968864
221,Delhi,Unassigned,New Buildings,2020,2021,0.98,3500.0,28.51484,76.961323
222,Delhi,Vasant Kunj,New Buildings,2020,2021,0.98,2700.0,28.512278,77.142521
223,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,9300.0,28.512527,77.114678
224,Delhi,Unassigned,New Roads,2020,2021,0.817,9300.0,28.51442,76.979588
225,Delhi,Unassigned,New Buildings,2020,2021,0.98,10800.0,28.514371,76.95575
226,Delhi,Vasant Kunj,New Buildings,2020,2021,0.98,4600.0,28.512525,77.133724
227,Delhi,Unassigned,New Buildings,2020,2021,0.98,11350.0,28.515172,76.954169
228,Delhi,Unassigned,Water Body Change,2020,2021,0.98,9300.0,28.514615,76.975673
229,Delhi,Unassigned,New Buildings,2020,2021,0.98,32950.0,28.514816,76.9412
230,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3550.0,28.515244,76.977024
231,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3150.0,28.51546,76.964736
232,Delhi,Unassigned,New Buildings,2020,2021,0.98,14750.0,28.51557,76.937225
233,Delhi,Unassigned,Water Body Change,2020,2021,0.98,23400.0,28.515441,76.913946
234,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2800.0,28.516102,76.949102
235,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3500.0,28.516105,76.939397
236,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,8850.0,28.516131,76.921797
237,Delhi,Unassigned,Water Body Change,2020,2021,0.98,87050.0,28.515176,76.908852
238,Delhi,Unassigned,New Buildings,2020,2021,0.98,3150.0,28.51569,76.974445
239,Delhi,Unassigned,New Buildings,2020,2021,0.98,3000.0,28.516168,76.947622
240,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3350.0,28.51659,76.954294
241,Delhi,Unassigned,Water Body Change,2020,2021,0.98,9600.0,28.516486,76.952755
242,Delhi,Unassigned,Water Body Change,2020,2021,0.98,7200.0,28.516653,76.941791
243,Delhi,Unassigned,New Buildings,2020,2021,0.98,3800.0,28.515117,77.057789
244,Delhi,Unassigned,Water Body Change,2020,2021,0.98,55000.0,28.515319,76.989308
245,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3550.0,28.516637,76.986661
246,Delhi,Unassigned,New Buildings,2020,2021,0.98,3250.0,28.517328,76.940812
247,Delhi,Unassigned,New Buildings,2020,2021,0.98,3050.0,28.517717,76.918676
248,Delhi,Unassigned,New Buildings,2020,2021,0.98,3000.0,28.517259,76.962712
249,Delhi,Unassigned,Water Body Change,2020,2021,0.98,16800.0,28.516933,76.920482
250,Delhi,Unassigned,New Buildings,2020,2021,0.98,3450.0,28.515855,77.068895
251,Delhi,Unassigned,New Buildings,2020,2021,0.98,9200.0,28.516941,76.961569
252,Delhi,Unassigned,New Buildings,2020,2021,0.98,4400.0,28.517631,76.95512
253,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,21050.0,28.517222,76.950683
254,Delhi,Unassigned,Water Body Change,2020,2021,0.98,6700.0,28.517811,76.946704
255,Delhi,Unassigned,New Buildings,2020,2021,0.98,4100.0,28.517748,76.953886
256,Delhi,Unassigned,New Buildings,2020,2021,0.98,7150.0,28.517682,76.958853
257,Delhi,Unassigned,New Buildings,2020,2021,0.98,3050.0,28.518252,76.917513
258,Delhi,Unassigned,New Buildings,2020,2021,0.98,2750.0,28.518325,76.916906
259,Delhi,Unassigned,New Buildings,2020,2021,0.98,8900.0,28.516844,77.00754
260,Delhi,Unassigned,Water Body Change,2020,2021,0.98,8050.0,28.517027,76.984702
261,Delhi,Unassigned,New Buildings,2020,2021,0.98,17750.0,28.516037,77.065073
262,Delhi,Unassigned,New Buildings,2020,2021,0.98,3500.0,28.516817,77.057647
263,Delhi,Unassigned,Water Body Change,2020,2021,0.98,2850.0,28.517638,77.00232
264,Delhi,Unassigned,Water Body Change,2020,2021,0.98,12950.0,28.518087,76.952018
265,Delhi,Unassigned,Water Body Change,2020,2021,0.98,11350.0,28.517718,76.990253
266,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,3800.0,28.517847,76.997463
267,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,3600.0,28.519132,76.917394
268,Delhi,Unassigned,New Buildings,2020,2021,0.98,2600.0,28.516705,77.088526
269,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3900.0,28.517118,77.066054
270,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,9550.0,28.518039,76.9886
271,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,3600.0,28.516842,77.068217
272,Delhi,Unassigned,New Buildings,2020,2021,0.98,3000.0,28.517422,77.042138
273,Delhi,Unassigned,New Buildings,2020,2021,0.98,25550.0,28.517317,76.99167
274,Delhi,Unassigned,New Buildings,2020,2021,0.98,4450.0,28.517041,77.093419
275,Delhi,Unassigned,New Buildings,2020,2021,0.98,2600.0,28.520002,76.900819
276,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,2550.0,28.518476,77.01373
277,Delhi,Unassigned,New Buildings,2020,2021,0.98,14350.0,28.518171,77.012277
278,Delhi,Unassigned,New Buildings,2020,2021,0.98,3250.0,28.518005,77.042821
279,Delhi,Unassigned,New Buildings,2020,2021,0.98,2500.0,28.519318,76.957593
280,Delhi,Unassigned,New Roads,2020,2021,0.817,4150.0,28.519085,76.979593
281,Delhi,Unassigned,Water Body Change,2020,2021,0.98,17900.0,28.519654,76.945442
282,Delhi,Unassigned,New Buildings,2020,2021,0.98,82200.0,28.517548,77.005064
283,Delhi,Unassigned,New Buildings,2020,2021,0.98,4350.0,28.520049,76.926714
284,Delhi,Unassigned,New Buildings,2020,2021,0.98,6200.0,28.517964,77.066055
285,Delhi,Unassigned,New Buildings,2020,2021,0.98,3200.0,28.518262,77.05568
286,Delhi,Unassigned,New Buildings,2020,2021,0.98,6300.0,28.519661,76.970085
287,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,3950.0,28.519523,76.96733
288,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,3250.0,28.51927,77.003859
289,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,7550.0,28.519716,76.939655
290,Delhi,Unassigned,New Buildings,2020,2021,0.98,6600.0,28.518572,77.06819
291,Delhi,Unassigned,Water Body Change,2020,2021,0.98,3300.0,28.518554,77.070833
292,Delhi,Unassigned,Agricultural / Land-use Change,2020,2021,0.835,3600.0,28.518829,77.062892
293,Delhi,Unassigned,Water Body Change,2020,2021,0.98,14700.0,28.519614,76.977878
294,Delhi,Unassigned,Water Body Change,2020,2021,0.98,18300.0,28.51939,76.95591
295,Delhi,Unassigned,New Buildings,2020,2021,0.98,3950.0,28.518917,77.066193
296,Delhi,Vasant Kunj,New Buildings,2020,2021,0.98,16900.0,28.51712,77.143156
297,Delhi,Unassigned,New Buildings,2020,2021,0.98,3050.0,28.521136,76.94537
298,Delhi,Unassigned,New Buildings,2020,2021,0.98,15600.0,28.520444,76.941334
299,Delhi,Vasant Kunj,New Roads,2020,2021,0.817,27700.0,28.517725,77.14102
300,Delhi,Unassigned,New Buildings,2020,2021,0.98,34550.0,28.519676,77.008962
301,Delhi,Unassigned,New Buildings,2020,2021,0.98,81000.0,28.519165,76.993711
302,Delhi,Unassigned,Water Body Change,2020,2021,0.98,47000.0,28.519488,76.981868
303,Delhi,Unassigned,New Buildings,2020,2021,0.98,3550.0,28.519891,77.056598
304,Delhi,Unassigned,Water Body Change,2020,2021,0.98,27350.0,28.520405,76.988346
305,Delhi,Unassigned,Water Body Change,2020,2021,0.98,18100.0,28.520952,76.972923
306,Delhi,Unassigned,New Buildings,2020,2021,0.98,9250.0,28.521194,76.97107
307,Delhi,Unassigned,New Buildings,2020,2021,0.98,10450.0,28.521199,76.957734
308,Delhi,Vasant Kunj,New Roads,2020,2021,0.817,32000.0,28.518207,77.138738
309,Delhi,Unassigned,Vegetation Change,2020,2021,0.98,7250.0,28.51991,77.054836
